tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Dependents,NumServices,Churn
25,93.24,2339.12,Month-to-month,Fiber optic,Electronic check,No,0,No,2,1
46,104.39,4796.86,One year,Fiber optic,Credit card,No,0,Yes,2,0
30,83.12,2444.85,Two year,Fiber optic,Electronic check,No,1,Yes,1,0
47,103.63,4870.98,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,7,0
49,29.24,1520.54,Month-to-month,No,Credit card,Yes,0,Yes,6,0
47,52.77,2439.57,Two year,Fiber optic,Electronic check,Yes,1,No,4,0
18,105.64,1887.99,Month-to-month,No,Electronic check,No,0,No,2,1
66,38.17,2474.33,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,5,0
68,25.82,1813.91,Month-to-month,Fiber optic,Mailed check,No,0,No,5,1
33,96.81,3236.28,Month-to-month,DSL,Mailed check,Yes,1,Yes,6,0
36,101.55,3591.83,Month-to-month,No,Mailed check,Yes,0,No,4,0
19,34.27,550.12,Month-to-month,DSL,Credit card,No,0,Yes,4,0
28,103.43,2939.45,Two year,Fiber optic,Electronic check,No,1,No,1,0
40,86.68,3400.11,One year,DSL,Bank transfer,No,0,No,4,0
15,70.01,1091.54,Two year,Fiber optic,Electronic check,Yes,0,No,5,0
41,101.03,4110.12,Month-to-month,No,Mailed check,Yes,1,Yes,4,0
39,59.92,2371.82,One year,Fiber optic,Electronic check,No internet service,0,No,2,0
2,37.4,97.0,One year,No,Mailed check,Yes,0,No,2,0
63,46.49,2901.75,Two year,Fiber optic,Credit card,No,0,No,6,0
29,68.52,1943.03,Month-to-month,No,Electronic check,No,0,Yes,6,0
66,71.13,4723.57,Month-to-month,Fiber optic,Electronic check,Yes,0,No,7,1
51,98.56,4991.83,One year,DSL,Mailed check,No,0,Yes,4,0
10,97.14,1026.8,Two year,Fiber optic,Electronic check,No internet service,0,No,3,0
14,76.14,1024.3,Two year,Fiber optic,Bank transfer,No internet service,1,No,4,0
51,96.08,4917.52,One year,DSL,Bank transfer,No,0,No,7,0
39,37.18,1430.41,Month-to-month,DSL,Credit card,No,0,Yes,1,0
28,23.01,644.47,Month-to-month,DSL,Bank transfer,No,0,Yes,5,0
3,105.36,281.06,Two year,DSL,Mailed check,No,0,Yes,5,0
70,25.56,1779.95,Month-to-month,Fiber optic,Electronic check,No,0,No,4,1
27,42.67,1023.97,Month-to-month,Fiber optic,Bank transfer,No internet service,0,Yes,3,0
2,87.53,134.42,Two year,Fiber optic,Mailed check,Yes,1,No,5,0
38,58.94,2210.52,Month-to-month,No,Credit card,No,0,Yes,7,0
3,105.63,313.3,One year,Fiber optic,Credit card,No,0,Yes,7,0
16,47.8,829.43,One year,Fiber optic,Credit card,No,1,No,7,0
40,19.19,732.6,Month-to-month,DSL,Mailed check,Yes,0,No,3,0
2,48.07,166.83,Month-to-month,Fiber optic,Mailed check,Yes,1,Yes,5,1
41,75.81,3065.04,Month-to-month,Fiber optic,Credit card,No,0,No,2,1
12,55.59,611.72,One year,DSL,Bank transfer,No,0,No,1,0
35,71.49,2407.84,Month-to-month,DSL,Bank transfer,No,0,No,5,0
65,105.66,6898.23,Month-to-month,Fiber optic,Electronic check,No,1,No,4,1
55,109.25,6012.97,Two year,No,Credit card,No,0,No,2,0
45,44.6,2034.26,Month-to-month,Fiber optic,Bank transfer,No,0,No,3,1
62,64.21,3987.85,Month-to-month,No,Mailed check,Yes,0,No,1,0
49,72.91,3572.35,Month-to-month,No,Credit card,Yes,0,No,7,0
25,112.91,2837.0,Month-to-month,DSL,Mailed check,No internet service,0,No,3,0
23,117.86,2818.44,Two year,DSL,Bank transfer,No,0,No,3,0
24,41.54,973.28,Month-to-month,Fiber optic,Mailed check,Yes,0,No,5,0
38,90.7,3549.24,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,2,1
28,55.8,1605.11,Two year,Fiber optic,Electronic check,No,0,No,1,0
21,18.81,413.29,One year,DSL,Mailed check,No,0,No,2,0
54,18.93,1049.69,Month-to-month,DSL,Mailed check,No internet service,0,No,2,0
18,64.06,993.24,Two year,DSL,Mailed check,No,0,No,6,0
36,66.83,2392.92,One year,No,Credit card,Yes,1,Yes,5,0
45,20.26,878.05,Month-to-month,No,Electronic check,No,0,Yes,3,1
53,86.69,4700.33,One year,DSL,Credit card,Yes,1,No,2,0
30,47.4,1404.94,Two year,DSL,Mailed check,No,1,Yes,3,0
60,73.99,4437.87,Month-to-month,DSL,Bank transfer,Yes,0,No,2,0
32,48.09,1536.64,One year,No,Electronic check,No,0,No,1,0
67,34.71,2260.47,Two year,No,Electronic check,No internet service,1,No,4,0
67,58.72,3906.05,One year,DSL,Bank transfer,No,0,Yes,4,0
28,41.23,1195.21,Month-to-month,DSL,Electronic check,Yes,0,Yes,4,0
44,71.48,3038.53,Month-to-month,Fiber optic,Credit card,No,0,No,5,1
41,37.88,1568.76,One year,Fiber optic,Electronic check,No,0,No,5,0
63,68.84,4291.88,Month-to-month,Fiber optic,Credit card,No internet service,0,Yes,3,0
23,33.74,840.97,Two year,Fiber optic,Mailed check,No internet service,0,Yes,5,0
48,85.1,4104.42,Month-to-month,No,Mailed check,Yes,1,Yes,4,0
32,93.39,2912.61,Month-to-month,DSL,Electronic check,No internet service,1,No,5,0
57,29.04,1634.44,One year,No,Mailed check,Yes,0,No,7,0
33,64.78,2160.43,Month-to-month,DSL,Electronic check,Yes,0,No,4,0
24,25.09,586.89,Month-to-month,Fiber optic,Mailed check,Yes,0,No,2,0
39,77.82,3042.17,Month-to-month,Fiber optic,Mailed check,Yes,0,No,7,1
34,44.44,1510.01,One year,No,Bank transfer,No internet service,0,No,6,0
56,70.76,4006.04,Two year,Fiber optic,Credit card,No,0,No,4,0
28,69.75,1974.87,One year,Fiber optic,Mailed check,No,0,Yes,4,0
37,110.44,4083.7,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,1,1
7,72.91,511.25,Month-to-month,DSL,Electronic check,No,0,Yes,6,1
68,76.3,5134.25,Two year,Fiber optic,Credit card,Yes,0,No,1,0
37,58.17,2225.49,Two year,Fiber optic,Electronic check,No,0,No,1,0
56,112.91,6470.96,Month-to-month,Fiber optic,Bank transfer,No internet service,0,Yes,1,0
65,95.72,6205.19,One year,Fiber optic,Electronic check,No internet service,1,Yes,7,0
65,46.54,3027.52,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
47,102.42,4864.54,Month-to-month,No,Bank transfer,No internet service,0,No,7,0
20,61.24,1275.27,Two year,DSL,Mailed check,No internet service,0,Yes,4,0
19,100.87,1925.38,Month-to-month,No,Mailed check,Yes,0,Yes,3,0
29,100.29,2859.57,Month-to-month,No,Bank transfer,No,0,No,7,0
60,36.89,2304.13,Month-to-month,DSL,Electronic check,Yes,0,No,1,0
18,88.11,1620.12,Month-to-month,Fiber optic,Electronic check,No,0,No,5,1
35,47.06,1658.28,One year,DSL,Bank transfer,No internet service,0,No,5,0
43,47.75,2017.08,Month-to-month,DSL,Mailed check,No,0,No,5,0
11,47.63,526.88,One year,Fiber optic,Electronic check,No,1,Yes,4,1
49,90.56,4346.56,Month-to-month,No,Bank transfer,No internet service,1,Yes,2,0
38,40.98,1594.38,One year,DSL,Bank transfer,Yes,0,No,7,0
64,18.09,1207.03,Month-to-month,No,Electronic check,Yes,0,No,6,0
69,89.52,6188.62,One year,Fiber optic,Bank transfer,Yes,0,No,6,0
8,35.12,232.94,One year,No,Mailed check,No,0,No,2,0
34,28.45,989.84,Two year,No,Electronic check,No internet service,0,Yes,7,0
48,41.75,2043.45,Two year,No,Mailed check,No,0,No,1,0
56,55.99,3098.28,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,5,0
65,65.59,4310.09,Month-to-month,No,Credit card,No,0,No,6,0
31,22.46,722.39,One year,DSL,Bank transfer,No,0,No,1,0
4,115.06,446.53,One year,DSL,Electronic check,No,0,Yes,4,0
50,89.61,4452.43,Month-to-month,DSL,Electronic check,No internet service,0,No,7,0
69,50.32,3463.1,Month-to-month,Fiber optic,Credit card,Yes,1,Yes,5,1
30,49.87,1447.56,One year,DSL,Credit card,Yes,0,No,1,0
59,62.85,3721.41,Two year,DSL,Electronic check,Yes,0,Yes,3,0
67,80.62,5429.76,Two year,No,Electronic check,No internet service,0,No,4,0
45,32.64,1527.11,Month-to-month,Fiber optic,Bank transfer,No internet service,0,Yes,6,0
4,36.89,162.44,Month-to-month,No,Bank transfer,No,0,Yes,6,1
26,103.94,2722.1,Month-to-month,DSL,Electronic check,No internet service,0,Yes,4,0
27,43.63,1164.49,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,4,1
46,56.02,2533.19,One year,DSL,Electronic check,No,0,Yes,3,0
64,105.13,6706.64,One year,DSL,Electronic check,No internet service,0,Yes,6,0
51,84.31,4371.46,Month-to-month,DSL,Electronic check,No,0,No,2,1
50,52.17,2640.26,Month-to-month,Fiber optic,Mailed check,No,1,Yes,6,1
6,86.37,538.59,Month-to-month,DSL,Credit card,Yes,0,No,2,0
59,19.97,1087.36,Two year,Fiber optic,Mailed check,Yes,0,Yes,3,0
15,91.56,1389.1,Month-to-month,Fiber optic,Electronic check,No,1,No,6,1
30,66.7,1934.56,Month-to-month,DSL,Credit card,Yes,0,No,2,0
42,99.32,4108.45,One year,Fiber optic,Electronic check,No,0,No,3,0
37,113.46,4140.84,One year,Fiber optic,Credit card,No,0,Yes,1,0
42,110.58,4605.67,Two year,No,Bank transfer,No,0,Yes,3,0
35,108.93,3854.1,Month-to-month,Fiber optic,Electronic check,No,0,No,2,1
6,69.22,426.63,Month-to-month,No,Electronic check,No internet service,0,No,7,1
68,54.01,3625.81,Month-to-month,No,Credit card,Yes,0,No,3,0
18,64.5,1132.03,Two year,Fiber optic,Mailed check,No,0,No,3,0
29,86.99,2547.61,One year,Fiber optic,Electronic check,No internet service,0,No,7,0
59,106.4,6312.48,Two year,DSL,Credit card,Yes,0,No,5,0
47,38.7,1825.52,Month-to-month,Fiber optic,Mailed check,Yes,0,No,3,0
17,109.82,1809.55,One year,Fiber optic,Mailed check,No,1,No,2,0
22,99.52,2168.77,Month-to-month,No,Bank transfer,No,0,No,4,0
68,115.89,7999.27,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,1,0
69,106.03,7255.19,Month-to-month,No,Mailed check,No,0,No,3,0
37,45.99,1720.51,One year,No,Electronic check,No,0,No,2,0
49,28.6,1507.23,Month-to-month,No,Mailed check,No,1,No,6,0
13,29.22,366.24,Two year,DSL,Bank transfer,No,0,No,6,0
34,47.12,1693.85,One year,DSL,Credit card,No,0,No,2,0
53,79.42,4174.79,Month-to-month,No,Mailed check,No,0,No,5,0
51,98.43,4921.29,One year,Fiber optic,Bank transfer,No,0,No,6,0
3,107.93,294.81,Month-to-month,DSL,Electronic check,No,0,Yes,2,1
42,80.38,3337.88,Month-to-month,Fiber optic,Credit card,No,0,No,4,1
32,18.56,510.51,One year,Fiber optic,Electronic check,No internet service,0,Yes,2,0
51,36.63,1847.34,Two year,DSL,Bank transfer,No,0,Yes,4,0
46,27.97,1336.29,Month-to-month,Fiber optic,Credit card,No,0,No,6,1
21,54.33,1111.28,Two year,No,Credit card,Yes,0,No,1,0
44,68.14,2979.14,One year,Fiber optic,Bank transfer,No internet service,1,Yes,7,0
11,22.34,314.26,Month-to-month,Fiber optic,Bank transfer,No,0,No,7,1
68,52.85,3556.24,Month-to-month,DSL,Credit card,No,0,No,3,0
1,35.92,66.86,One year,Fiber optic,Credit card,No,0,No,1,0
63,82.71,5125.17,Month-to-month,No,Bank transfer,Yes,0,No,3,0
24,64.43,1497.95,Two year,Fiber optic,Bank transfer,No,0,Yes,6,0
13,67.53,867.24,One year,DSL,Electronic check,Yes,0,No,1,0
11,60.77,728.92,Month-to-month,Fiber optic,Mailed check,No,0,No,4,1
51,113.6,5748.07,Two year,No,Electronic check,No,0,No,3,0
17,39.47,624.82,Month-to-month,DSL,Mailed check,Yes,0,Yes,7,0
24,69.67,1685.61,Two year,Fiber optic,Bank transfer,Yes,1,Yes,3,0
19,91.6,1762.08,Month-to-month,DSL,Electronic check,No,0,No,1,1
37,73.68,2674.54,One year,Fiber optic,Electronic check,No,0,Yes,5,0
8,110.9,861.12,Month-to-month,Fiber optic,Mailed check,Yes,0,Yes,6,1
28,55.8,1616.64,One year,No,Electronic check,No,0,Yes,5,0
5,64.37,262.84,Month-to-month,Fiber optic,Mailed check,No,0,No,1,1
17,26.85,473.56,Month-to-month,Fiber optic,Credit card,No,0,No,2,1
36,78.9,2814.52,Month-to-month,No,Bank transfer,Yes,0,No,7,0
19,46.82,959.73,Two year,DSL,Electronic check,Yes,0,No,7,0
64,34.03,2207.0,Month-to-month,Fiber optic,Electronic check,No internet service,1,No,1,1
11,72.45,841.01,One year,Fiber optic,Bank transfer,No internet service,0,No,6,0
54,71.23,3819.6,Two year,DSL,Bank transfer,No,1,No,7,0
45,25.59,1192.65,Two year,DSL,Mailed check,No,0,No,4,0
47,87.82,4167.54,Month-to-month,Fiber optic,Electronic check,No,0,No,4,1
12,80.38,990.5,Two year,Fiber optic,Electronic check,Yes,0,Yes,2,0
21,36.9,760.81,Month-to-month,DSL,Electronic check,No internet service,0,No,6,0
11,64.94,722.51,One year,No,Mailed check,Yes,0,No,5,0
5,90.03,357.53,One year,Fiber optic,Bank transfer,No,0,Yes,4,0
56,70.94,4060.79,Month-to-month,No,Credit card,No,0,No,7,0
20,57.55,1120.78,Month-to-month,DSL,Mailed check,No,0,No,6,0
41,50.23,2042.85,Month-to-month,No,Credit card,No,0,Yes,4,0
46,79.04,3569.92,Month-to-month,No,Credit card,No,0,Yes,7,0
12,111.91,1376.58,Two year,No,Bank transfer,Yes,0,Yes,7,0
70,85.17,5988.67,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,3,0
17,25.47,418.29,Two year,Fiber optic,Credit card,No internet service,0,No,7,0
19,64.07,1100.57,Month-to-month,Fiber optic,Electronic check,No,1,No,6,1
26,107.08,2748.56,Two year,Fiber optic,Electronic check,No internet service,0,No,3,0
48,27.45,1340.42,One year,No,Credit card,No,0,Yes,2,0
52,116.89,6090.72,Two year,DSL,Mailed check,No,0,No,4,0
70,112.91,7901.18,Month-to-month,No,Bank transfer,No,0,No,1,0
55,25.83,1399.31,One year,No,Credit card,Yes,0,No,5,0
33,111.34,3595.33,Month-to-month,Fiber optic,Mailed check,No,0,No,2,1
62,54.31,3415.62,Month-to-month,DSL,Mailed check,No internet service,0,No,1,0
23,102.47,2284.83,One year,No,Mailed check,No internet service,0,Yes,1,0
15,59.84,887.36,One year,Fiber optic,Electronic check,No,0,Yes,7,0
27,62.09,1624.56,Month-to-month,No,Electronic check,No,0,No,2,0
64,81.42,5260.84,Month-to-month,No,Mailed check,No internet service,0,No,2,0
51,95.45,4896.94,One year,DSL,Electronic check,No,0,Yes,7,0
53,21.38,1115.22,Month-to-month,Fiber optic,Mailed check,No internet service,0,No,4,0
51,77.32,3977.65,Month-to-month,Fiber optic,Electronic check,No,0,No,5,1
47,36.67,1649.06,One year,No,Bank transfer,No internet service,0,No,7,0
4,52.59,206.4,Month-to-month,DSL,Credit card,Yes,0,Yes,6,0
7,52.8,316.83,One year,DSL,Bank transfer,No,0,No,4,0
35,64.91,2322.96,One year,No,Mailed check,Yes,0,Yes,7,0
48,51.41,2486.57,Two year,DSL,Credit card,No,0,No,6,0
45,28.74,1325.62,Month-to-month,Fiber optic,Electronic check,No,0,No,6,1
19,32.56,591.03,Two year,DSL,Electronic check,Yes,0,Yes,1,0
63,21.34,1381.9,Month-to-month,Fiber optic,Electronic check,No,1,Yes,6,1
38,65.02,2415.1,Month-to-month,Fiber optic,Mailed check,Yes,1,No,4,0
67,113.44,7552.12,Month-to-month,Fiber optic,Electronic check,Yes,0,No,4,1
59,29.57,1735.73,Two year,No,Electronic check,Yes,1,Yes,5,0
69,112.63,7724.49,One year,DSL,Electronic check,No,0,Yes,3,0
13,91.34,1222.85,Month-to-month,Fiber optic,Mailed check,Yes,0,Yes,5,1
47,81.75,3818.57,Month-to-month,Fiber optic,Mailed check,Yes,1,No,7,1
61,82.53,4980.16,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,7,0
31,100.67,3060.35,Month-to-month,Fiber optic,Mailed check,Yes,0,No,4,0
22,28.69,666.09,One year,DSL,Electronic check,Yes,0,No,3,0
43,68.48,2817.24,One year,No,Credit card,No,0,No,6,0
67,87.71,5825.96,Two year,Fiber optic,Mailed check,No,0,Yes,1,0
54,76.68,4210.98,Two year,DSL,Electronic check,No internet service,0,Yes,7,0
10,101.28,995.56,One year,Fiber optic,Electronic check,Yes,0,No,7,0
42,25.23,1095.36,Month-to-month,DSL,Credit card,No internet service,0,Yes,5,0
64,87.07,5593.86,Month-to-month,DSL,Bank transfer,No,0,No,7,0
21,71.4,1489.91,Month-to-month,DSL,Mailed check,No,0,No,2,1
66,55.92,3607.52,Month-to-month,DSL,Electronic check,No,0,Yes,1,1
41,52.03,2066.83,One year,DSL,Mailed check,Yes,0,No,3,0
24,80.08,1854.86,Two year,Fiber optic,Bank transfer,No,0,Yes,1,0
35,107.1,3772.59,Two year,Fiber optic,Credit card,No,0,Yes,2,0
56,67.62,3820.06,Month-to-month,Fiber optic,Mailed check,No internet service,0,Yes,2,0
30,100.47,2970.23,Month-to-month,DSL,Electronic check,No internet service,0,No,7,0
57,58.22,3314.35,Two year,No,Electronic check,No,0,No,5,0
47,28.24,1327.66,Two year,No,Electronic check,No,0,Yes,6,0
35,24.15,849.18,Month-to-month,No,Bank transfer,No,0,No,5,0
19,23.13,401.44,One year,Fiber optic,Electronic check,No internet service,0,Yes,4,0
8,56.02,530.02,One year,Fiber optic,Mailed check,No,0,No,4,0
26,51.72,1378.71,Month-to-month,DSL,Bank transfer,Yes,0,No,1,0
71,89.79,6379.01,Month-to-month,No,Electronic check,No,0,No,7,0
30,92.28,2742.52,Two year,DSL,Bank transfer,No,1,No,2,0
7,23.09,119.92,One year,DSL,Bank transfer,No,1,Yes,7,0
67,40.11,2707.42,Month-to-month,Fiber optic,Mailed check,No internet service,0,Yes,1,1
65,45.43,2929.01,One year,Fiber optic,Credit card,No,1,No,3,0
36,72.76,2626.09,One year,Fiber optic,Bank transfer,No internet service,0,No,3,0
25,32.45,716.32,Two year,DSL,Mailed check,No internet service,0,No,4,0
37,31.39,1135.09,Month-to-month,Fiber optic,Credit card,Yes,0,Yes,6,0
1,112.38,106.92,Two year,No,Bank transfer,Yes,0,No,1,0
15,98.42,1524.69,Month-to-month,No,Credit card,No,0,No,3,1
37,36.07,1288.31,One year,Fiber optic,Bank transfer,No internet service,0,Yes,4,0
13,58.66,688.25,One year,Fiber optic,Mailed check,Yes,0,No,1,0
8,53.56,450.73,Month-to-month,DSL,Mailed check,No,0,No,7,1
5,97.1,482.3,Month-to-month,DSL,Bank transfer,No,0,Yes,2,1
60,69.02,4055.18,Two year,DSL,Electronic check,No,1,Yes,3,0
1,30.78,0.0,One year,Fiber optic,Credit card,Yes,1,Yes,6,0
36,91.9,3276.03,Month-to-month,Fiber optic,Mailed check,Yes,1,Yes,3,0
35,57.69,2014.92,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,7,0
66,44.29,2992.76,Month-to-month,DSL,Mailed check,No,0,No,2,0
63,55.55,3445.58,Month-to-month,Fiber optic,Mailed check,Yes,0,No,7,0
23,67.78,1585.78,Two year,DSL,Bank transfer,No internet service,0,No,4,0
9,52.31,372.76,One year,Fiber optic,Bank transfer,No,0,No,3,0
34,42.19,1452.53,Two year,DSL,Electronic check,No,0,No,2,0
46,57.85,2736.44,Month-to-month,Fiber optic,Electronic check,No internet service,0,Yes,7,0
4,19.92,86.75,One year,Fiber optic,Credit card,No,0,No,4,0
30,95.25,2824.09,Month-to-month,DSL,Credit card,Yes,0,No,5,0
3,35.09,166.91,One year,DSL,Electronic check,No internet service,0,No,4,0
14,22.39,330.91,Month-to-month,Fiber optic,Electronic check,Yes,0,No,3,1
60,83.37,5009.87,Month-to-month,DSL,Electronic check,Yes,0,No,4,0
45,95.39,4241.83,One year,Fiber optic,Credit card,No,0,No,6,0
34,99.38,3397.21,Month-to-month,Fiber optic,Electronic check,Yes,0,No,3,1
45,67.35,2996.56,One year,DSL,Electronic check,No,0,Yes,4,0
61,38.54,2366.32,One year,Fiber optic,Electronic check,No,1,No,5,0
16,91.72,1469.99,One year,No,Bank transfer,No,0,Yes,4,0
66,87.97,5860.31,Two year,Fiber optic,Credit card,No,0,Yes,5,0
40,42.63,1676.28,Month-to-month,No,Mailed check,No,0,No,3,0
17,108.34,1834.33,Month-to-month,DSL,Electronic check,No,0,No,7,1
34,28.44,1006.78,Two year,Fiber optic,Bank transfer,Yes,0,No,4,0
16,116.27,1848.5,One year,Fiber optic,Electronic check,No,1,No,2,1
60,104.02,6240.41,Month-to-month,No,Electronic check,No,0,No,7,0
66,86.79,5707.79,Two year,DSL,Credit card,No,0,No,6,0
66,111.87,7375.57,Month-to-month,DSL,Credit card,No,0,No,5,0
13,90.23,1206.55,Month-to-month,DSL,Credit card,No internet service,0,No,1,0
56,37.05,2166.35,Month-to-month,No,Mailed check,Yes,0,No,5,0
31,62.22,1844.76,Month-to-month,Fiber optic,Electronic check,No,0,No,4,1
34,25.15,791.86,Month-to-month,No,Bank transfer,Yes,0,Yes,5,0
39,56.97,2214.59,Month-to-month,DSL,Electronic check,No,0,No,4,0
67,92.16,6177.22,Month-to-month,DSL,Electronic check,No,0,No,3,0
8,56.64,442.27,Month-to-month,DSL,Electronic check,No,1,No,3,1
55,51.03,2778.95,Month-to-month,Fiber optic,Credit card,Yes,0,No,6,0
27,77.54,2031.84,One year,No,Bank transfer,No,0,No,2,0
53,105.22,5546.15,Month-to-month,Fiber optic,Electronic check,No,0,No,1,1
39,22.76,928.44,Month-to-month,No,Electronic check,No,0,No,6,0
65,56.55,3680.21,Month-to-month,DSL,Credit card,Yes,0,Yes,3,0
17,33.82,608.79,Month-to-month,Fiber optic,Credit card,No,0,Yes,2,1
30,87.54,2565.89,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,1,0
53,28.57,1586.55,Month-to-month,DSL,Electronic check,Yes,0,Yes,2,0
13,84.48,1070.16,One year,DSL,Mailed check,Yes,0,Yes,3,0
21,46.62,1002.74,One year,Fiber optic,Bank transfer,No,0,No,6,0
19,37.89,713.69,Two year,DSL,Credit card,No,1,No,1,0
53,111.64,5889.67,Month-to-month,No,Electronic check,No,0,Yes,3,1
19,19.85,398.84,Month-to-month,No,Mailed check,No internet service,0,Yes,4,0
57,61.78,3551.36,Month-to-month,Fiber optic,Electronic check,No,0,No,6,1
25,20.16,638.47,One year,Fiber optic,Mailed check,No,0,Yes,1,0
31,66.36,2089.1,Month-to-month,DSL,Electronic check,No,0,Yes,2,1
55,68.1,3776.97,Month-to-month,DSL,Credit card,No internet service,0,Yes,4,0
23,50.17,1211.07,Month-to-month,No,Electronic check,No,0,No,2,1
32,31.22,1025.51,One year,Fiber optic,Mailed check,No,0,Yes,3,0
62,55.64,3447.67,Two year,Fiber optic,Mailed check,No internet service,0,No,7,0
10,85.23,868.55,Two year,Fiber optic,Credit card,Yes,1,Yes,3,0
54,96.24,5239.68,Month-to-month,Fiber optic,Bank transfer,No,0,No,4,1
52,71.08,3765.44,Month-to-month,DSL,Electronic check,Yes,1,No,4,0
20,76.98,1464.13,Two year,No,Electronic check,No internet service,0,No,1,0
32,38.06,1123.46,Month-to-month,Fiber optic,Mailed check,No internet service,0,Yes,2,0
14,46.73,721.68,Month-to-month,No,Mailed check,No,0,No,5,0
50,34.19,1669.61,One year,Fiber optic,Electronic check,No,0,No,3,0
28,42.93,1119.13,One year,DSL,Credit card,No,0,No,5,0
53,40.49,2058.3,Two year,DSL,Electronic check,No,0,No,5,0
24,69.94,1768.77,One year,Fiber optic,Credit card,No internet service,0,Yes,4,0
22,74.27,1677.8,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
30,112.49,3335.09,Month-to-month,Fiber optic,Electronic check,No internet service,0,Yes,2,1
63,37.56,2328.41,Two year,Fiber optic,Electronic check,No,0,No,5,0
4,82.17,331.41,One year,Fiber optic,Mailed check,No,1,No,2,1
59,99.73,5926.8,One year,DSL,Electronic check,Yes,0,Yes,4,0
8,74.02,577.49,Two year,Fiber optic,Bank transfer,No,0,No,7,0
12,43.5,482.7,One year,DSL,Mailed check,No internet service,0,No,6,0
31,44.26,1428.66,Month-to-month,Fiber optic,Electronic check,No,0,Yes,6,1
34,21.93,744.17,One year,Fiber optic,Credit card,No,0,No,6,0
49,48.54,2369.1,One year,DSL,Credit card,No,0,Yes,6,0
57,92.46,5299.85,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,5,0
